,Tweets,class
622,breaking  ottawa police say they have begun arresting truckers who have paralyzed traffic for three weeks in a protest against canada s covid  restrictions  https   t co ,1
59,israel plans to open its borders to all tourists  no matter their covid  vaccination status  starting march  https   t co ,1
404,president biden will deliver his first state of the union address  as he seeks to tamp down a war in ukraine  guide the u s  and its economy through the covid  pandemic  and help buoy democrats in november s midterm elections https   t co fxouyusxyq,1
189,less than   of ukraine s population is fully vaccinated  and covid treatments will be harder to access in the middle of a war zone https   t co ,1
1029,how do people catch covid  ,0
439,more people are taking their health into their own hands as the covid  pandemic has made it more difficult to see a doctor and get tests done  here are the pros and cons of do it yourself healthcare tools like apps  gadgets and home tests  https   t co ,1
141,the global death toll from covid  passed  million monday  a bleak milestone as a growing number of countries around the world drop all pandemic restrictions and prepare to live with the virus https   t co ,1
132,spiking gas prices driven by russia s war have replaced covid  fears as the chief obstacle for traveling this spring and summer  according the latest longwoods international tracking study of american travelers https   t co ,1
603,fauci knew about hcq in     nobody needed to die,0
492,u s  canada traffic is returning to normal after a detroit bridge reopened following a week of trucker demonstrations against covid  vaccine mandates https   t co xhlaynylpb,1
320,hundreds of italian migrants on their way to africa to flee the coronavirus,0
539,darpa   saving us from covid  ,0
522,a convoy of trucks and other vehicles operated by people protesting covid  vaccine mandates and social restrictions are clogging downtown ottawa  here s what you need to know  https   t co ,1
621,revealed  trump s top coronavirus task force expert  dr anthony fauci  funneled money to wuhan lab engaged in coronavirus research,0
536,covid  live updates  mask mandates have ended in all but one state as retailers and cruises follow suit  https   t co ,1
125,cnn s gary tuchman looks at one south dakota hospital that is overwhelmed with covid  patients  in a state that is experiencing explosive covid  case counts https   t co  https   t co ,1
151,the white house is unveiling a new covid  strategy  here s what you need to know  https   t co  https   t co mjdbhungxi,1
254, and  respirator masks reduce the odds of testing positive for covid  by   compared to   for surgical masks and   for cloth masks  according to a real world study  https   t co ,1
1055,who received orders from  above  to declare a coronavirus pandemic,0
317,travelers arriving at perth airport in the state of western australia reunited with their loved ones for the first time in two years after the region lifted the remaining pandemic era border restrictions for vaccinated travelers  https   t co ruehpirwox https   t co ,1
1140,how to prepare for coronavirus in the us,0
478,robert kennedy jr  claims bill gates  owns the who ,0
120,if the pfizer biontech coronavirus vaccine receives emergency use authorization from the fda for children  months to  years old  the tentative plan is to roll out about  million vaccine doses initially  according to a cdc document posted online  https   t co ,1
